TYPE,SADDR,DADDR,PROTOCOL,I-COUNT,O-COUNT,TIMESTAMP,BYTES
OUT,142.250.82.215,10.81.20.225,UDP,12,25,1970-01-01 05:46:01,92
OUT,142.250.82.215,10.81.20.225,UDP,12,26,1970-01-01 05:46:01,92
OUT,142.250.82.211,10.81.20.225,UDP,27,117,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,27,118,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,27,119,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,27,120,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,27,121,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,27,125,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,27,125,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,27,125,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,27,125,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,27,126,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,12,27,1970-01-01 05:46:01,92
IN,142.250.82.215,10.81.20.225,UDP,13,27,1970-01-01 05:46:01,92
IN,142.250.82.211,10.81.20.225,UDP,29,126,1970-01-01 05:46:01,1227
IN,142.250.82.211,10.81.20.225,UDP,29,126,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,13,28,1970-01-01 05:46:01,92
IN,192.168.108.121,10.81.20.225,UDP,5,9,1970-01-01 05:46:02,72
OUT,192.168.108.121,10.81.20.225,UDP,5,9,1970-01-01 05:46:02,72
IN,142.250.82.211,10.81.20.225,UDP,30,126,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,30,133,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,30,133,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,30,133,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,30,133,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,30,133,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,30,133,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,30,133,1970-01-01 05:46:01,1227
IN,162.159.130.234,10.81.20.225,TCP,11,14,1970-01-01 05:46:01,98
OUT,162.159.130.234,10.81.20.225,TCP,11,14,1970-01-01 05:46:01,98
OUT,162.159.130.234,10.81.20.225,TCP,11,15,1970-01-01 05:46:01,98
IN,162.159.130.234,10.81.20.225,TCP,12,15,1970-01-01 05:46:01,98
OUT,142.250.82.211,10.81.20.225,UDP,30,138,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,30,138,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,30,138,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,30,138,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,30,138,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,13,30,1970-01-01 05:46:01,92
OUT,142.250.82.215,10.81.20.225,UDP,13,30,1970-01-01 05:46:01,92
IN,142.250.82.211,10.81.20.225,UDP,31,138,1970-01-01 05:46:01,1227
IN,142.250.82.211,10.81.20.225,UDP,32,138,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,13,31,1970-01-01 05:46:01,92
OUT,142.250.82.211,10.81.20.225,UDP,32,142,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,32,142,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,32,142,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,32,142,1970-01-01 05:46:01,1227
OUT,163.70.144.60,10.81.20.225,TCP,0,3,1970-01-01 05:46:02,60
OUT,142.250.82.215,10.81.20.225,UDP,13,32,1970-01-01 05:46:01,92
OUT,142.250.82.211,10.81.20.225,UDP,32,149,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,32,149,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,32,149,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,32,149,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,32,149,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,32,149,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,32,149,1970-01-01 05:46:01,1227
IN,142.250.82.215,10.81.20.225,UDP,14,32,1970-01-01 05:46:01,92
IN,162.159.130.234,10.81.20.225,TCP,14,16,1970-01-01 05:46:01,98
IN,142.250.82.211,10.81.20.225,UDP,33,149,1970-01-01 05:46:01,1227
IN,162.159.130.234,10.81.20.225,TCP,14,16,1970-01-01 05:46:01,98
OUT,162.159.130.234,10.81.20.225,TCP,14,16,1970-01-01 05:46:01,98
OUT,162.159.130.234,10.81.20.225,TCP,14,18,1970-01-01 05:46:01,98
OUT,162.159.130.234,10.81.20.225,TCP,14,18,1970-01-01 05:46:01,98
OUT,162.159.129.233,10.81.20.225,UDP,0,2,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,0,2,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,0,3,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,0,4,1970-01-01 05:46:04,1278
OUT,162.159.130.234,10.81.20.225,TCP,14,19,1970-01-01 05:46:01,98
IN,142.250.82.211,10.81.20.225,UDP,34,149,1970-01-01 05:46:01,1227
IN,162.159.130.234,10.81.20.225,TCP,17,19,1970-01-01 05:46:01,98
IN,162.159.130.234,10.81.20.225,TCP,17,19,1970-01-01 05:46:01,98
IN,162.159.130.234,10.81.20.225,TCP,17,19,1970-01-01 05:46:01,98
IN,162.159.129.233,10.81.20.225,UDP,2,4,1970-01-01 05:46:04,1278
IN,162.159.129.233,10.81.20.225,UDP,2,4,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,2,5,1970-01-01 05:46:04,1278
IN,162.159.129.233,10.81.20.225,UDP,3,6,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,3,6,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,3,7,1970-01-01 05:46:04,1278
IN,162.159.129.233,10.81.20.225,UDP,4,7,1970-01-01 05:46:04,1278
IN,162.159.129.233,10.81.20.225,UDP,5,7,1970-01-01 05:46:04,1278
IN,162.159.129.233,10.81.20.225,UDP,7,7,1970-01-01 05:46:04,1278
IN,162.159.129.233,10.81.20.225,UDP,7,7,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,7,9,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,7,10,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,7,11,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,7,11,1970-01-01 05:46:04,1278
IN,142.250.82.215,10.81.20.225,UDP,15,32,1970-01-01 05:46:01,92
IN,162.159.129.233,10.81.20.225,UDP,9,11,1970-01-01 05:46:04,1278
IN,162.159.129.233,10.81.20.225,UDP,9,11,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,9,12,1970-01-01 05:46:04,1278
IN,162.159.129.233,10.81.20.225,UDP,11,12,1970-01-01 05:46:04,1278
IN,162.159.129.233,10.81.20.225,UDP,11,12,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,11,13,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,11,14,1970-01-01 05:46:04,1278
IN,162.159.129.233,10.81.20.225,UDP,12,14,1970-01-01 05:46:04,1278
IN,162.159.129.233,10.81.20.225,UDP,13,14,1970-01-01 05:46:04,1278
IN,162.159.129.233,10.81.20.225,UDP,14,15,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,14,15,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,14,16,1970-01-01 05:46:04,1278
IN,162.159.129.233,10.81.20.225,UDP,15,16,1970-01-01 05:46:04,1278
IN,162.159.129.233,10.81.20.225,UDP,16,16,1970-01-01 05:46:04,1278
OUT,162.159.129.233,10.81.20.225,UDP,16,17,1970-01-01 05:46:04,1278
OUT,142.250.82.211,10.81.20.225,UDP,34,154,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,34,154,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,34,154,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,34,154,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,34,154,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,15,33,1970-01-01 05:46:01,92
IN,192.168.108.121,10.81.20.225,UDP,7,9,1970-01-01 05:46:02,72
IN,192.168.108.121,10.81.20.225,UDP,7,9,1970-01-01 05:46:02,72
OUT,162.159.129.233,10.81.20.225,UDP,16,18,1970-01-01 05:46:04,1278
OUT,142.250.82.215,10.81.20.225,UDP,15,34,1970-01-01 05:46:01,92
OUT,142.250.82.215,10.81.20.225,UDP,15,35,1970-01-01 05:46:01,92
IN,142.250.82.211,10.81.20.225,UDP,35,154,1970-01-01 05:46:01,1227
IN,142.250.82.215,10.81.20.225,UDP,16,35,1970-01-01 05:46:01,92
IN,142.250.82.215,10.81.20.225,UDP,17,35,1970-01-01 05:46:01,92
OUT,142.250.82.211,10.81.20.225,UDP,35,159,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,35,159,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,35,159,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,35,159,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,35,159,1970-01-01 05:46:01,1227
