TYPE,SADDR,DADDR,PROTOCOL,I-COUNT,O-COUNT,TIMESTAMP,BYTES
IN,10.81.19.10,10.81.20.225,TCP,10,10,1713531632808890894,52
IN,10.81.19.10,10.81.20.225,TCP,10,10,1713531632808931778,52
OUT,10.81.19.10,10.81.20.225,TCP,10,10,1713531632808947840,52
OUT,10.81.19.10,10.81.20.225,TCP,10,10,1713531632808961617,52
IN,192.168.108.122,10.81.20.225,UDP,25,27,1713531633212703193,75
IN,192.168.108.122,10.81.20.225,UDP,25,27,1713531633212802968,75
OUT,192.168.108.122,10.81.20.225,UDP,25,29,1713531633653506321,75
OUT,192.168.108.122,10.81.20.225,UDP,25,29,1713531633653591121,75
IN,192.168.108.122,10.81.20.225,UDP,26,29,1713531633929895851,75
OUT,192.168.108.122,10.81.20.225,UDP,26,30,1713531634403499788,75
IN,192.168.108.122,10.81.20.225,UDP,27,30,1713531634748615622,75
OUT,192.168.108.122,10.81.20.225,UDP,27,31,1713531635153813883,75
IN,10.81.20.225,10.81.31.255,UDP,2,0,1713531635617025064,72
OUT,10.81.31.255,10.81.20.225,UDP,0,2,1713531635617090292,72
OUT,185.199.108.154,10.81.20.225,TCP,3,4,1713531636831638813,52
IN,185.199.108.154,10.81.20.225,TCP,4,4,1713531636842399566,52
OUT,162.159.130.234,10.81.20.225,TCP,9,10,1713531638268679457,106
IN,162.159.130.234,10.81.20.225,TCP,10,10,1713531638279415652,106
IN,192.168.108.121,10.81.20.225,UDP,27,28,1713531638434615880,71
IN,192.168.108.121,10.81.20.225,UDP,27,28,1713531638434648196,71
IN,162.159.130.234,10.81.20.225,TCP,11,11,1713531638742643435,106
OUT,162.159.130.234,10.81.20.225,TCP,11,11,1713531638742722876,106
OUT,35.186.224.25,10.81.20.225,UDP,43,44,1713531638879672214,1278
OUT,35.186.224.13,10.81.20.225,UDP,21,19,1713531638879739333,1278
IN,35.186.224.25,10.81.20.225,UDP,44,44,1713531638889689477,1278
IN,35.186.224.13,10.81.20.225,UDP,22,19,1713531638889769118,1278
OUT,192.168.108.121,10.81.20.225,UDP,27,30,1713531638903570878,71
OUT,192.168.108.121,10.81.20.225,UDP,27,30,1713531638903660509,71
IN,192.168.108.121,10.81.20.225,UDP,28,30,1713531639255494864,71
OUT,192.168.108.121,10.81.20.225,UDP,28,31,1713531639653553492,71
